,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Title,Author,Author_short,Year,Country,Outlet,Type of resource allocation,Resource Durability,Type resources,Single/multiple?,Allocation capability,Goal Type,Goal,Ressource attribute types,Resource attributes,Task attribute type,Task attributes,Resource allocation technique type,Resource allocation technique,PM Type,,Process model type,Role of PM/Process data,Input data,Planning at instance/task/stage level,Evaluation Type,Evaluation,Prototypical implementation type,Prototypical implementation,Short describtion of paper,LatexTablecommant,LatexTablecommantshort
1269,Adaptive State Space Partitioning for Dynamic Decision Processes,"Soeffker, Ninja; Ulmer, Marlin W.; Mattfeld, Dirk C.",\citet{soeffker2019adaptive},2019,Germany,{BUSINESS \& INFORMATION SYSTEMS ENGINEERING},Push,durable,human,Multiple,1-to-1,Process-oriented,Maximize throughput,Workload,"availability, worklist",,- ,Heuristic,Heuristic (Value Function Approximation with Bellman's equation / Markov decision model),BPMN,PM,BPMN,Prep.,Stochastic model: Markov decision process,instance,(Comp.) sim. experiments,Comparative sim. experiments,"not acc., pseudoc.",not publicly available,"Business process with uncertain customer requests, iteratively simulate based on a markov model and try to maximixe throughput of current allocation + future possible customer requests","\citet{soeffker2019adaptive}&2019&Germany&1-to-1&Maximize throughput&PM&Prep.&Multiple&Heuristic&(Comp.) sim. experiments&not acc., pseudoc.\\",\citet{soeffker2019adaptive}&2019&1-to-1&Maximize throughput&Heuristic&Multiple\\
1479,Integration of resource allocation and task assignment for optimizing the cost and maximum throughput of business processes,"Xie, Yi; Chen, Shitao; Ni, Qianyun; Wu, Hanqing",\citet{xie2019integration},2019,China,{JOURNAL OF INTELLIGENT MANUFACTURING},Push,durable,human,Multiple,1-to-1,Process-oriented,Minimize process cost,"Amount, Previous performance","cost per unit time, number of resource, (elictibility to perform task FS: Eligibility is captured in the model)",,,Metaheuristic,Metaheuristic: Genetic algorithm,Enhanced PM,PM,Enhanced PM,Input,Genetic algorithm: Enhanced PM,process,Experiments + Case study,"Simulation experiments, case study","not acc., pseudoc.",not publicly available,paper provides an optimization problem for resource allocation solved with,"\citet{xie2019integration}&2019&China&1-to-1&Minimize process cost&PM&Input&Multiple&Metaheuristic&Experiments + Case study&not acc., pseudoc.\\",\citet{xie2019integration}&2019&1-to-1&Minimize process cost&Metaheuristic&Multiple\\
2050,Avoiding resource misallocations in business processes,"Bellaaj Elloumi, Farah; Sellami, Mohamed; Bhiri, Sami",\citet{bellaaj2020avoiding},2020,Tunisia,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,Push,durable,human,Single,1-to-1,Process-oriented,Minimize process cost,Previous performance,cost,"Req. Role, Estimated performance","role, execution time",Machine Learning,Supervised learning: Decision Tree,Process data,PD,Process data (Event log),Prep.,Task characteristics: Misallocation propability of tasks,set of activities,(Comp.) sim. experiments,Simulation experiements,"not acc., pseudoc.",not publicly available,"Paper proposes machine learning to create a decision tree rule set, that is used to find the most undisturbing resources for an activity","\citet{bellaaj2020avoiding}&2020&Tunisia&1-to-1&Minimize process cost&PD&Prep.&Single&Machine Learning&(Comp.) sim. experiments&not acc., pseudoc.\\",
2228,RPMInter-work: a multi-agent approach for planning the task-role assignments in inter-organisational workflow,"Jemel M,Ben Azzouna N,Ghedira K",\citet{jemel2020rpminter},2020,Tunisia,Enterprise Information Systems,,durable,human,Multiple,1-to-many,Resource-oriented,Max. data privacy of res.,"Role, Trustworthiness",Role,"Req. Role, Req. Trustworthiness",Req. Role,Logic Programming,Constraint programming,,PM,Workflow model,Prep.,Enhanced PM: Inter-organizational workflow model with role and authorization constraints,,(Comp.) sim. experiments,Experiments with synthetic data,not accessible,not accessible,,\citet{jemel2020rpminter}&2020&Tunisia&1-to-many&Max. data privacy of res.&PM&Prep.&Multiple&Logic Programming&(Comp.) sim. experiments&not accessible\\,
2157,A new approach for improving work distribution in business processes supported by BPMS,"Pereira JL,Varajao J,Uahi R",\citet{pereira2020new},2020,Portugal,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,Push,durable,human,Single,1-to-1,Process-oriented,Find most qual. res.,Expertise,"psychology factors --> type of people (Realistic, Investigative, Artistic, Social, Enterprising and Conventional)","Req. Role, Req. Expertise","role, psychological profile needed for the task",Rule,Rule,General PM,PM,General PM,Prep.,"Enhanced PM: Resource model with psy. profiles., process model with needed profiles, needs at runtime for an activity",enabled task,No evaluation,no evaluation,no implementation,no,"Paper wants to assign tasks to resources based on their psychological profil, new idea, but local optimization no evaluation and prototype",\citet{pereira2020new}&2020&Portugal&1-to-1&Find most qual. res.&PM&Prep.&Single&Rule&No evaluation&no implementation\\,
2038,Task Preemption Based on Petri Nets,"Yu W,Jia M,Liu C,Ma Z",\citet{yu2020task},2020,China,IEEE Access,,durable,human,Single,1-to-1,Process-oriented,Minimize cycle time,"Expertise, Role",Effectiveness,Req. Role,Req. Role,Rule,Rule,Special petrinet class,PM,Time petrinet with resources,Prep.,Enhanced PM: Time petrinet with resources,,Toy example,Toy example,no implementation,no implementation,Allows efficient workers to preempt tasks executed by less efficient workers and re-allocate them to them. ,\citet{yu2020task}&2020&China&1-to-1&Minimize cycle time&PM&Prep.&Single&Rule&Toy example&no implementation\\,
2104,A human resource allocation method for business processes using team faultlines,"Zhao W,Pu S,Jiang D",\citet{zhao2020human},2020,no,Applied Intelligence,,durable,human,Single,1-to-1,Process-oriented,Minimize cycle time,"Previous performance, Experience, Social context, Expertise, Role","Exec History, Quality, Gender, Age, Education, Department, Role, Experience, Position, Expertise, Collaboration, Compatability",Req. Role,Req. Role,Machine Learning,Process Mining + ML,Process data,PD,Process data (Event log),Prep.,Characteristics of resources,,Case study,Case study,no implementation,no implementation,"Divides Resources into teams to collaborate on a process. Individual team members are assigned to tasks. Ethically questionable approach, as it considers sex, age, and potentially highly-biased tags without discussing any ethical considerations.",\citet{zhao2020human}&2020&no&1-to-1&Minimize cycle time&PD&Prep.&Single&Machine Learning&Case study&no implementation\\,
2051,A human resource allocation method for business processes using team faultlines,"Zhao, Weidong; Pu, Shi; Jiang, Danni",\citet{zhao2020human},2020,China,APPLIED INTELLIGENCE,Push,durable,human,Single,1-to-1,Process-oriented,Minimize process cost,"Experience, Social context, Role, Expertise, Previous performance",resource demographic and business process related information,Req. Role,role,Machine Learning,"Unsupervised learning: predicts the performance of a team, is used within a rule",Process data,PD,Process data (Event log),Prep.,Characteristics of resources,activity,(Comp.) sim. experiments,Simulation experiements,"not acc., pseudoc.",not publicly available,Paper proposes a machine learning approach to configure an algorithm that looks at a multitude of resource characterictics.,"\citet{zhao2020human}&2020&China&1-to-1&Minimize process cost&PD&Prep.&Single&Machine Learning&(Comp.) sim. experiments&not acc., pseudoc.\\",
2193,Flexible runtime support of business processes under rolling planning horizons,"Barba I,Jimenez-Ramirez A,Reichert M,Del Valle C,Weber B",\citet{barba2021flexible},2021,Spain,Expert Systems With Applications,,durable,human and machines,Multiple,1-to-1,No specific goal,Any,Workload,"Availability, flexible constraints","Req. Role, Estimated performance, Nr. of planned executions, time-related constraints","Req. Role, Estimated performance, Nr. of planned executions",Logic Programming,Constraint programming,Enhanced declarative process model,PM,TConDec-R (Formalised Declarative Model) with control flow and time-related constraints,Prep.,"Enhanced PM: Declarative model with control-flow-related and time-related constraints, resource, estimates",,Case study,application to a healthcare case,"not acc., pseudoc.",not accessible,"Paper provides an approach where a declarative model is used to express the control- and time-related constraints, the optimization goal is flexible, it is transformed into a constraint problem, plan is created which can be improved with new instances arriving,evaluated on a healthcare example","\citet{barba2021flexible}&2021&Spain&1-to-1&Any&PM&Prep.&Multiple&Logic Programming&Case study&not acc., pseudoc.\\",
2154,Semi-supervised human resource scheduling based on deep presentation in the cloud,"Lin Y,Wang X,Xu R",\citet{lin2020semi},2020,no,EURASIP Journal on Wireless Communications and Networking,,durable,human,Single,1-to-1,Process-oriented,Find most qual. res.,"Expertise, Social Context","Expertise, Relationships",,,Machine Learning,ML,Process data,PD,Process data (Event log),Prep.,Event Log,,(Comp.) experiments,Experiments with real-world data,not accessible,not accessible,,\citet{lin2020semi}&2020&no&1-to-1&Find most qual. res.&PD&Prep.&Single&Machine Learning&(Comp.) experiments&not accessible\\,
2173,Resource provisioning strategies for BPMN processes: Specification and analysis using Maude,"Duran F,Rocha C,Salaun G",\citet{duran2021resource},2021,Spain,Journal of Logical and Algebraic Methods in Programming,,durable,human and machines,Multiple,1-to-many,Process-oriented,Minimize process cost,"Workload, Amount, Previous performance","Availability, Workload, Amount, Cost",Req. Role,Req. Role,Rule,Rule,,PM,Annotated BPMN,Prep.,Stochastic model: Maude (simulation model) --> data on execution times and resource usage,,Experiments + Case study,Experiments with synthetic data,not accessible,not accessible,"The paper takes a dynamic changing resource pool into account by re-evaluating the need for resources continuesly. The allocation strategy can be defined, but they compare some rule-bases strategies. ",\citet{duran2021resource}&2021&Spain&1-to-many&Minimize process cost&PM&Prep.&Multiple&Rule&Experiments + Case study&not accessible\\,
2247,Bottleneck-Aware Resource Allocation for Service Processes: A New Max-Min Approach,"Hou S,Ni W,Wang M,Liu X,Tong Q,Che S",\citet{hou2021bottleneck},2021,China,International Journal of Web Services Research,,durable,human and machines,Multiple,many-to-1,Resource-oriented,Balance workload,"Role, Workload","type, shareable or not, Availability","Estimated performance, Req. Role, Req. Workload","Expected duration of activities and blocks of activities, role",Exact Algorithm,Linear program solved with branch-and-bound,Enhanced PM,PM,Enhanced PM,Input,"Linear Programming: resources, expected act. durations, # of resources",,(Comp.) sim. experiments,Comparative sim. experiments,"not acc., pseudoc.",no (only pseudocode),,"\citet{hou2021bottleneck}&2021&China&many-to-1&Balance workload&PM&Input&Multiple&Exact Algorithm&(Comp.) sim. experiments&not acc., pseudoc.\\",
2005,A Machine Learning Based Approach for Recommending Unfamiliar Process Activities,"Pika A,Wynn MT",\citet{pika2021machine},2021,Australia,IEEE Access,,durable ,human,Single,1-to-1,Resource-oriented,Max. capability development,Previous performance,"Frequency , Time",Estimated performance,Duration,Machine Learning,Supervised learning: Decision Tree,Process data,PD,Process data (Event log),Prep.,Characteristics of resources,,Experiments + Case study,Experiments + Case study,available,"individual implementation, github",,\citet{pika2021machine}&2021&Australia&1-to-1&Max. capability development&PD&Prep.&Single&Machine Learning&Experiments + Case study&available\\,
2130,A framework for modeling and executing task-Specific resource allocations in business processes,"Ihde S,Pufahl L,Voelker M,Goel A,Weske M",\citet{ihde2022framework},2022,Germany,Springer Computing,,durable,general,Multiple,many-to-1,No specific goal,Any,Any,flexible,"Any, Req. Workload, Priority","resource allocation problem, solver, due date, run-time attributes",Any,any,BPMN,PM,BPMN,Prep.,"Enhanced PM: requested type of resource, allocation problem, allocation technique",set of tasks,Case study,Case study,available,https://github.com/bptlab/rembrandt,,\citet{ihde2022framework}&2022&Germany&many-to-1&Any&PM&Prep.&Multiple&Any&Case study&available\\,
2126,Multi-level Team Assignment in Social Business Processes: An Algorithm and Simulation Study,"Liu R,Kumar A,Lee J",\citet{liu2022multi},2022,USA,Information Systems Frontiers,,durable,human,Multiple,1-to-many,Process-oriented,Find most qual. res.,"Previous Performance, Social Context","Exec History, Social Context","Req. Role, Req. Expertise","Role, Skills",Rule,Rule,Process data,PD,Process data (Event log),Prep.,Characteristics of resources,,Experiments + Case study,Experiments + Case study,not accessible,not accessible,,\citet{liu2022multi}&2022&USA&1-to-many&Find most qual. res.&PD&Prep.&Multiple&Rule&Experiments + Case study&not accessible\\,
2502,AWSM: Allocation of workflows utilizing social network metrics ,"A Bajaj, R Russell",,2010,no,Decision Support Systems,,durable,human,Multiple,,,,,,,,,,,,,,,,,,,,,,
2002,Experimental Verification on Human-Centric Network-Based Resource Allocation Approaches for Process-Aware Information Systems,"Yeon MS,Lee YK,Pham DL,Kim KP",\citet{yeon2022experimental},2022,South Korea,IEEE Access,,durable,human,Single,1-to-1,Process-oriented,Find most qual. res.,"Previous performance, Social Context","Previous performance, Social Context",Req. Social context,Req. Social context,Mined Rule,mining social networks and measuring then the appropriateness,Process data,PD,Process data (Event log),Prep. ,Enhanced process model: how often which performer has executed which task,,Case study,Case study,no implementation,no implementation,,\citet{yeon2022experimental}&2022&South Korea&1-to-1&Find most qual. res.&PD&Prep. &Single&Mined Rule&Case study&no implementation\\,
2504,#N/A,#N/A,,2007,no,,,,,,,,,,,,,,,,,,,,,,,,,,&2007&no&&&&&&&&\\,
2505,Improving Work Allocation Practices in Business Processes Supported by BPMS,"R Uahi, JL Pereira, J Varajão",,,no,,,,,,,,,,,,,,,,,,,,,,,,,,&&no&&&&&&&&\\,
2506,Task Allocation in Business Processes Supported by BPMS Optimization Perspectives,"R Uahi, JL Pereira",,,no,,,,,,,,,,,,,,,,,,,,,,,,,,&&no&&&&&&&&\\,
2006,Optimizing Resource Allocation Based on Predictive Process Monitoring,"Park G,Song M",\citet{park2023optimizing},2023,South Korea,IEEE Access,,durable ,human,Single,1-to-1,No specific goal,Any,Previous performance,execution history (event log),Estimated performance,service time,Machine Learning,Supervised learning: Bayesian neural network for predicting the next activity and service time,Process data,PD,Process data (Event log),Input,Machine Learning,,Experiments + Case study,Experiments + Case study,available,"individual implementation, github",,\citet{park2023optimizing}&2023&South Korea&1-to-1&Any&PD&Input&Single&Machine Learning&Experiments + Case study&available\\,
2508,Optimizing Resource Utilization by Combining Running Business Process Instances,"C Natschläger, A Bögl, V Geist",,,no,,,,,,,,,,,,,,,,,,,,,,,,,,&&no&&&&&&&&\\,
